params: /var/spool/slurmd/job30980788/slurm_script, params_512.txt, 
Setting MPI environment
Reading parameters:
	 rhs_function=2
	 nx=512
	 ny=512
	 foutput=100000
	 nstep_max=100000
	 tolerance=1e-08
	 domain_decomposition=2
	 communication=2
I am rank 0 and my domain is: xmin, xmax, ymin, ymax: 0 15 0 512
I am rank 0, my neighbours are: left: -1, right: 1, bottom: -1, top: -1
I am writing output_source
Step 1, Diff=0.0078125
Step 5789, Diff=9.1842e-06
Step 5790, Diff=9.18289e-06
Step 5791, Diff=9.18158e-06
Step 5792, Diff=9.18027e-06
Step 5793, Diff=9.17895e-06
Step 5794, Diff=9.17764e-06
Step 5795, Diff=9.17633e-06
Step 5796, Diff=9.17502e-06
Step 5797, Diff=9.17371e-06
Step 5798, Diff=9.1724e-06
Step 5799, Diff=9.17109e-06
Step 5800, Diff=9.16978e-06
Step 5801, Diff=9.16847e-06
Step 5802, Diff=9.16717e-06
Step 5803, Diff=9.16586e-06
Step 5804, Diff=9.16455e-06
Step 5805, Diff=9.16324e-06
Step 5806, Diff=9.16194e-06
Step 5807, Diff=9.16063e-06
Step 5808, Diff=9.15933e-06
Step 5809, Diff=9.15802e-06
Step 5810, Diff=9.15671e-06
Step 5811, Diff=9.15541e-06
Step 5812, Diff=9.15411e-06
Step 5813, Diff=9.1528e-06
Step 5814, Diff=9.1515e-06
Step 5815, Diff=9.1502e-06
Step 5816, Diff=9.14889e-06
Step 5817, Diff=9.14759e-06
Step 5818, Diff=9.14629e-06
Step 5819, Diff=9.14499e-06
Step 5820, Diff=9.14369e-06
Step 5821, Diff=9.14239e-06
Step 5822, Diff=9.14108e-06
Step 5823, Diff=9.13979e-06
Step 5824, Diff=9.13849e-06
Step 5825, Diff=9.13719e-06
Step 5826, Diff=9.13589e-06
Step 5827, Diff=9.13459e-06
Step 5828, Diff=9.13329e-06
Step 5829, Diff=9.13199e-06
Step 5830, Diff=9.1307e-06
Step 5831, Diff=9.1294e-06
Step 5832, Diff=9.1281e-06
Step 5833, Diff=9.12681e-06
Step 5834, Diff=9.12551e-06
Step 5835, Diff=9.12422e-06
Step 5836, Diff=9.12292e-06
Step 5837, Diff=9.12163e-06
Step 5838, Diff=9.12033e-06
Step 5839, Diff=9.11904e-06
Step 5840, Diff=9.11775e-06
Step 5841, Diff=9.11645e-06
Step 5842, Diff=9.11516e-06
Step 5843, Diff=9.11387e-06
Step 5844, Diff=9.11258e-06
Step 5845, Diff=9.11129e-06
Step 5846, Diff=9.11e-06
Step 5847, Diff=9.10871e-06
Step 5848, Diff=9.10742e-06
Step 5849, Diff=9.10613e-06
Step 5850, Diff=9.10484e-06
Step 5851, Diff=9.10355e-06
Step 5852, Diff=9.10226e-06
Step 5853, Diff=9.10097e-06
Step 5854, Diff=9.09968e-06
Step 5855, Diff=9.0984e-06
Step 5856, Diff=9.09711e-06
Step 5857, Diff=9.09582e-06
Step 5858, Diff=9.09454e-06
Step 5859, Diff=9.09325e-06
Step 5860, Diff=9.09196e-06
Step 5861, Diff=9.09068e-06
Step 5862, Diff=9.08939e-06
Step 5863, Diff=9.08811e-06
Step 5864, Diff=9.08683e-06
Step 5865, Diff=9.08554e-06
Step 5866, Diff=9.08426e-06
Step 5867, Diff=9.08298e-06
Step 5868, Diff=9.08169e-06
Step 5869, Diff=9.08041e-06
Step 5870, Diff=9.07913e-06
Step 5871, Diff=9.07785e-06
Step 5872, Diff=9.07657e-06
Step 5873, Diff=9.07529e-06
Step 5874, Diff=9.07401e-06
Step 5875, Diff=9.07273e-06
Step 5876, Diff=9.07145e-06
Step 5877, Diff=9.07017e-06
Step 5878, Diff=9.06889e-06
Step 5879, Diff=9.06761e-06
Step 5880, Diff=9.06634e-06
Step 5881, Diff=9.06506e-06
Step 5882, Diff=9.06378e-06
Step 5883, Diff=9.06251e-06
Step 5884, Diff=9.06123e-06
Step 5885, Diff=9.05995e-06
Step 5886, Diff=9.05868e-06
Step 5887, Diff=9.0574e-06
Step 5888, Diff=9.05613e-06
Step 5889, Diff=9.05485e-06
Step 5890, Diff=9.05358e-06
Step 5891, Diff=9.05231e-06
Step 5892, Diff=9.05103e-06
Step 5893, Diff=9.04976e-06
Step 5894, Diff=9.04849e-06
Step 5895, Diff=9.04722e-06
Step 5896, Diff=9.04595e-06
Step 5897, Diff=9.04467e-06
Step 5898, Diff=9.0434e-06
Step 5899, Diff=9.04213e-06
Step 5900, Diff=9.04086e-06
Step 5901, Diff=9.03959e-06
Step 5902, Diff=9.03832e-06
Step 5903, Diff=9.03705e-06
Step 5904, Diff=9.03579e-06
Step 5905, Diff=9.03452e-06
Step 5906, Diff=9.03325e-06
Step 5907, Diff=9.03198e-06
Step 5908, Diff=9.03072e-06
Step 5909, Diff=9.02945e-06
Step 5910, Diff=9.02818e-06
Step 5911, Diff=9.02692e-06
Step 5912, Diff=9.02565e-06
Step 5913, Diff=9.02439e-06
Step 5914, Diff=9.02312e-06
Step 5915, Diff=9.02186e-06
Step 5916, Diff=9.02059e-06
Step 5917, Diff=9.01933e-06
Step 5918, Diff=9.01807e-06
Step 5919, Diff=9.0168e-06
Step 5920, Diff=9.01554e-06
Step 5921, Diff=9.01428e-06
Step 5922, Diff=9.01302e-06
Step 5923, Diff=9.01176e-06
Step 5924, Diff=9.01049e-06
Step 5925, Diff=9.00923e-06
Step 5926, Diff=9.00797e-06
Step 5927, Diff=9.00671e-06
Step 5928, Diff=9.00545e-06
Step 5929, Diff=9.00419e-06
Step 5930, Diff=9.00294e-06
Step 5931, Diff=9.00168e-06
Step 5932, Diff=9.00042e-06
Step 5933, Diff=8.99916e-06
Step 5934, Diff=8.9979e-06
Step 5935, Diff=8.99665e-06
Step 5936, Diff=8.99539e-06
Step 5937, Diff=8.99414e-06
Step 5938, Diff=8.99288e-06
Step 5939, Diff=8.99162e-06
Step 5940, Diff=8.99037e-06
Step 5941, Diff=8.98911e-06
Step 5942, Diff=8.98786e-06
Step 5943, Diff=8.98661e-06
Step 5944, Diff=8.98535e-06
Step 5945, Diff=8.9841e-06
Step 5946, Diff=8.98285e-06
Step 5947, Diff=8.98159e-06
Step 5948, Diff=8.98034e-06
Step 5949, Diff=8.97909e-06
Step 5950, Diff=8.97784e-06
Step 5951, Diff=8.97659e-06
Step 5952, Diff=8.97534e-06
Step 5953, Diff=8.97409e-06
Step 5954, Diff=8.97284e-06
Step 5955, Diff=8.97159e-06
Step 5956, Diff=8.97034e-06
Step 5957, Diff=8.96909e-06
Step 5958, Diff=8.96784e-06
Step 5959, Diff=8.96659e-06
Step 5960, Diff=8.96535e-06
Step 5961, Diff=8.9641e-06
Step 5962, Diff=8.96285e-06
Step 5963, Diff=8.96161e-06
Step 5964, Diff=8.96036e-06
Step 5965, Diff=8.95911e-06
Step 5966, Diff=8.95787e-06
Step 5967, Diff=8.95662e-06
Step 5968, Diff=8.95538e-06
Step 5969, Diff=8.95414e-06
Step 5970, Diff=8.95289e-06
Step 5971, Diff=8.95165e-06
Step 5972, Diff=8.9504e-06
Step 5973, Diff=8.94916e-06
Step 5974, Diff=8.94792e-06
Step 5975, Diff=8.94668e-06
Step 5976, Diff=8.94544e-06
Step 5977, Diff=8.94419e-06
Step 5978, Diff=8.94295e-06
Step 5979, Diff=8.94171e-06
Step 5980, Diff=8.94047e-06
Step 5981, Diff=8.93923e-06
Step 5982, Diff=8.93799e-06
Step 5983, Diff=8.93675e-06
Step 5984, Diff=8.93552e-06
Step 5985, Diff=8.93428e-06
Step 5986, Diff=8.93304e-06
Step 5987, Diff=8.9318e-06
Step 5988, Diff=8.93056e-06
Step 5989, Diff=8.92933e-06
Step 5990, Diff=8.92809e-06
Step 5991, Diff=8.92685e-06
Step 5992, Diff=8.92562e-06
Step 5993, Diff=8.92438e-06
Step 5994, Diff=8.92315e-06
Step 5995, Diff=8.92191e-06
Step 5996, Diff=8.92068e-06
Step 5997, Diff=8.91944e-06
Step 5998, Diff=8.91821e-06
Step 5999, Diff=8.91698e-06
Step 6000, Diff=8.91574e-06
Step 6001, Diff=8.91451e-06
Step 6002, Diff=8.91328e-06
Step 6003, Diff=8.91205e-06
Step 6004, Diff=8.91082e-06
Step 6005, Diff=8.90959e-06
Step 6006, Diff=8.90836e-06
Step 6007, Diff=8.90712e-06
Step 6008, Diff=8.90589e-06
Step 6009, Diff=8.90466e-06
Step 6010, Diff=8.90344e-06
Step 6011, Diff=8.90221e-06
Step 6012, Diff=8.90098e-06
Step 6013, Diff=8.89975e-06
Step 6014, Diff=8.89852e-06
Step 6015, Diff=8.89729e-06
Step 6016, Diff=8.89607e-06
Step 6017, Diff=8.89484e-06
Step 6018, Diff=8.89361e-06
Step 6019, Diff=8.89239e-06
Step 6020, Diff=8.89116e-06
Step 6021, Diff=8.88994e-06
Step 6022, Diff=8.88871e-06
Step 6023, Diff=8.88749e-06
Step 6024, Diff=8.88626e-06
Step 6025, Diff=8.88504e-06
Step 6026, Diff=8.88382e-06
Step 6027, Diff=8.88259e-06
Step 6028, Diff=8.88137e-06
Step 6029, Diff=8.88015e-06
Step 6030, Diff=8.87893e-06
Step 6031, Diff=8.8777e-06
Step 6032, Diff=8.87648e-06
Step 6033, Diff=8.87526e-06
Step 6034, Diff=8.87404e-06
Step 6035, Diff=8.87282e-06
Step 6036, Diff=8.8716e-06
Step 6037, Diff=8.87038e-06
Step 6038, Diff=8.86916e-06
Step 6039, Diff=8.86794e-06
Step 6040, Diff=8.86672e-06
Step 6041, Diff=8.86551e-06
Step 6042, Diff=8.86429e-06
Step 6043, Diff=8.86307e-06
Step 6044, Diff=8.86185e-06
Step 6045, Diff=8.86064e-06
Step 6046, Diff=8.85942e-06
Step 6047, Diff=8.8582e-06
Step 6048, Diff=8.85699e-06
Step 6049, Diff=8.85577e-06
Step 6050, Diff=8.85456e-06
Step 6051, Diff=8.85334e-06
Step 6052, Diff=8.85213e-06
Step 6053, Diff=8.85091e-06
Step 6054, Diff=8.8497e-06
Step 6055, Diff=8.84849e-06
Step 6056, Diff=8.84728e-06
Step 6057, Diff=8.84606e-06
Step 6058, Diff=8.84485e-06
Step 6059, Diff=8.84364e-06
Step 6060, Diff=8.84243e-06
Step 6061, Diff=8.84122e-06
Step 6062, Diff=8.84001e-06
Step 6063, Diff=8.8388e-06
Step 6064, Diff=8.83759e-06
Step 6065, Diff=8.83638e-06
Step 6066, Diff=8.83517e-06
Step 6067, Diff=8.83396e-06
Step 6068, Diff=8.83275e-06
Step 6069, Diff=8.83154e-06
Step 6070, Diff=8.83033e-06
Step 6071, Diff=8.82912e-06
Step 6072, Diff=8.82792e-06
Step 6073, Diff=8.82671e-06
Step 6074, Diff=8.8255e-06
Step 6075, Diff=8.8243e-06
Step 6076, Diff=8.82309e-06
Step 6077, Diff=8.82189e-06
Step 6078, Diff=8.82068e-06
Step 6079, Diff=8.81948e-06
Step 6080, Diff=8.81827e-06
Step 6081, Diff=8.81707e-06
Step 6082, Diff=8.81586e-06
Step 6083, Diff=8.81466e-06
Step 6084, Diff=8.81346e-06
Step 6085, Diff=8.81226e-06
Step 6086, Diff=8.81105e-06
Step 6087, Diff=8.80985e-06
Step 6088, Diff=8.80865e-06
Step 6089, Diff=8.80745e-06
Step 6090, Diff=8.80625e-06
Step 6091, Diff=8.80505e-06
Step 6092, Diff=8.80385e-06
Step 6093, Diff=8.80265e-06
Step 6094, Diff=8.80145e-06
Step 6095, Diff=8.80025e-06
Step 6096, Diff=8.79905e-06
Step 6097, Diff=8.79785e-06
Step 6098, Diff=8.79665e-06
Step 6099, Diff=8.79545e-06
Step 6100, Diff=8.79426e-06
Step 6101, Diff=8.79306e-06
Step 6102, Diff=8.79186e-06
Step 6103, Diff=8.79067e-06
Step 6104, Diff=8.78947e-06
Step 6105, Diff=8.78828e-06
Step 6106, Diff=8.78708e-06
Step 6107, Diff=8.78588e-06
Step 6108, Diff=8.78469e-06
Step 6109, Diff=8.7835e-06
Step 6110, Diff=8.7823e-06
Step 6111, Diff=8.78111e-06
Step 6112, Diff=8.77991e-06
Step 6113, Diff=8.77872e-06
Step 6114, Diff=8.77753e-06
Step 6115, Diff=8.77634e-06
Step 6116, Diff=8.77515e-06
Step 6117, Diff=8.77395e-06
Step 6118, Diff=8.77276e-06
Step 6119, Diff=8.77157e-06
Step 6120, Diff=8.77038e-06
Step 6121, Diff=8.76919e-06
Step 6122, Diff=8.768e-06
Step 6123, Diff=8.76681e-06
Step 6124, Diff=8.76562e-06
Step 6125, Diff=8.76443e-06
Step 6126, Diff=8.76324e-06
Step 6127, Diff=8.76206e-06
Step 6128, Diff=8.76087e-06
Step 6129, Diff=8.75968e-06
Step 6130, Diff=8.75849e-06
Step 6131, Diff=8.75731e-06
Step 6132, Diff=8.75612e-06
Step 6133, Diff=8.75493e-06
Step 6134, Diff=8.75375e-06
Step 6135, Diff=8.75256e-06
Step 6136, Diff=8.75138e-06
Step 6137, Diff=8.75019e-06
Step 6138, Diff=8.74901e-06
Step 6139, Diff=8.74783e-06
Step 6140, Diff=8.74664e-06
Step 6141, Diff=8.74546e-06
Step 6142, Diff=8.74428e-06
Step 6143, Diff=8.74309e-06
Step 6144, Diff=8.74191e-06
Step 6145, Diff=8.74073e-06
Step 6146, Diff=8.73955e-06
Step 6147, Diff=8.73837e-06
Step 6148, Diff=8.73718e-06
Step 6149, Diff=8.736e-06
Step 6150, Diff=8.73482e-06
Step 6151, Diff=8.73364e-06
Step 6152, Diff=8.73246e-06
Step 6153, Diff=8.73128e-06
Step 6154, Diff=8.73011e-06
Step 6155, Diff=8.72893e-06
Step 6156, Diff=8.72775e-06
Step 6157, Diff=8.72657e-06
Step 6158, Diff=8.72539e-06
Step 6159, Diff=8.72422e-06
Step 6160, Diff=8.72304e-06
Step 6161, Diff=8.72186e-06
Step 6162, Diff=8.72069e-06
Step 6163, Diff=8.71951e-06
Step 6164, Diff=8.71833e-06
Step 6165, Diff=8.71716e-06
Step 6166, Diff=8.71598e-06
Step 6167, Diff=8.71481e-06
Step 6168, Diff=8.71364e-06
Step 6169, Diff=8.71246e-06
Step 6170, Diff=8.71129e-06
Step 6171, Diff=8.71012e-06
Step 6172, Diff=8.70894e-06
Step 6173, Diff=8.70777e-06
Step 6174, Diff=8.7066e-06
Step 6175, Diff=8.70543e-06
Step 6176, Diff=8.70425e-06
Step 6177, Diff=8.70308e-06
Step 6178, Diff=8.70191e-06
Step 6179, Diff=8.70074e-06
Step 6180, Diff=8.69957e-06
Step 6181, Diff=8.6984e-06
Step 6182, Diff=8.69723e-06
Step 6183, Diff=8.69606e-06
Step 6184, Diff=8.69489e-06
Step 6185, Diff=8.69373e-06
Step 6186, Diff=8.69256e-06
Step 6187, Diff=8.69139e-06
Step 6188, Diff=8.69022e-06
Step 6189, Diff=8.68905e-06
Step 6190, Diff=8.68789e-06
Step 6191, Diff=8.68672e-06
Step 6192, Diff=8.68555e-06
Step 6193, Diff=8.68439e-06
Step 6194, Diff=8.68322e-06
Step 6195, Diff=8.68206e-06
Step 6196, Diff=8.68089e-06
Step 6197, Diff=8.67973e-06
Step 6198, Diff=8.67856e-06
Step 6199, Diff=8.6774e-06
Step 6200, Diff=8.67624e-06
Step 6201, Diff=8.67507e-06
Step 6202, Diff=8.67391e-06
Step 6203, Diff=8.67275e-06
Step 6204, Diff=8.67159e-06
Step 6205, Diff=8.67042e-06
Step 6206, Diff=8.66926e-06
Step 6207, Diff=8.6681e-06
Step 6208, Diff=8.66694e-06
Step 6209, Diff=8.66578e-06
Step 6210, Diff=8.66462e-06
Step 6211, Diff=8.66346e-06
Step 6212, Diff=8.6623e-06
Step 6213, Diff=8.66114e-06
Step 6214, Diff=8.65998e-06
Step 6215, Diff=8.65882e-06
Step 6216, Diff=8.65767e-06
Step 6217, Diff=8.65651e-06
Step 6218, Diff=8.65535e-06
Step 6219, Diff=8.65419e-06
Step 6220, Diff=8.65304e-06
Step 6221, Diff=8.65188e-06
Step 6222, Diff=8.65072e-06
Step 6223, Diff=8.64957e-06
Step 6224, Diff=8.64841e-06
Step 6225, Diff=8.64726e-06
Step 6226, Diff=8.6461e-06
Step 6227, Diff=8.64495e-06
Step 6228, Diff=8.64379e-06
Step 6229, Diff=8.64264e-06
Step 6230, Diff=8.64148e-06
Step 6231, Diff=8.64033e-06
Step 6232, Diff=8.63918e-06
Step 6233, Diff=8.63803e-06
Step 6234, Diff=8.63687e-06
Step 6235, Diff=8.63572e-06
Step 6236, Diff=8.63457e-06
Step 6237, Diff=8.63342e-06
Step 6238, Diff=8.63227e-06
Step 6239, Diff=8.63112e-06
Step 6240, Diff=8.62997e-06
Step 6241, Diff=8.62882e-06
Step 6242, Diff=8.62767e-06
Step 6243, Diff=8.62652e-06
Step 6244, Diff=8.62537e-06
Step 6245, Diff=8.62422e-06
Step 6246, Diff=8.62307e-06
Step 6247, Diff=8.62192e-06
Step 6248, Diff=8.62077e-06
Step 6249, Diff=8.61963e-06
Step 6250, Diff=8.61848e-06
Step 6251, Diff=8.61733e-06
Step 6252, Diff=8.61619e-06
Step 6253, Diff=8.61504e-06
Step 6254, Diff=8.61389e-06
Step 6255, Diff=8.61275e-06
Step 6256, Diff=8.6116e-06
Step 6257, Diff=8.61046e-06
Step 6258, Diff=8.60931e-06
Step 6259, Diff=8.60817e-06
Step 6260, Diff=8.60703e-06
Step 6261, Diff=8.60588e-06
Step 6262, Diff=8.60474e-06
Step 6263, Diff=8.6036e-06
Step 6264, Diff=8.60245e-06
Step 6265, Diff=8.60131e-06
Step 6266, Diff=8.60017e-06
Step 6267, Diff=8.59903e-06
Step 6268, Diff=8.59789e-06
Step 6269, Diff=8.59675e-06
Step 6270, Diff=8.5956e-06
Step 6271, Diff=8.59446e-06
Step 6272, Diff=8.59332e-06
Step 6273, Diff=8.59218e-06
Step 6274, Diff=8.59105e-06
Step 6275, Diff=8.58991e-06
Step 6276, Diff=8.58877e-06
Step 6277, Diff=8.58763e-06
Step 6278, Diff=8.58649e-06
Step 6279, Diff=8.58535e-06
Step 6280, Diff=8.58422e-06
Step 6281, Diff=8.58308e-06
Step 6282, Diff=8.58194e-06
Step 6283, Diff=8.5808e-06
Step 6284, Diff=8.57967e-06
Step 6285, Diff=8.57853e-06
Step 6286, Diff=8.5774e-06
Step 6287, Diff=8.57626e-06
Step 6288, Diff=8.57513e-06
Step 6289, Diff=8.57399e-06
Step 6290, Diff=8.57286e-06
Step 6291, Diff=8.57172e-06
Step 6292, Diff=8.57059e-06
Step 6293, Diff=8.56946e-06
Step 6294, Diff=8.56832e-06
Step 6295, Diff=8.56719e-06
Step 6296, Diff=8.56606e-06
Step 6297, Diff=8.56493e-06
Step 6298, Diff=8.5638e-06
Step 6299, Diff=8.56266e-06
Step 6300, Diff=8.56153e-06
Step 6301, Diff=8.5604e-06
Step 6302, Diff=8.55927e-06
Step 6303, Diff=8.55814e-06
Step 6304, Diff=8.55701e-06
Step 6305, Diff=8.55588e-06
Step 6306, Diff=8.55475e-06
Step 6307, Diff=8.55362e-06
Step 6308, Diff=8.5525e-06
Step 6309, Diff=8.55137e-06
Step 6310, Diff=8.55024e-06
Step 6311, Diff=8.54911e-06
Step 6312, Diff=8.54798e-06
Step 6313, Diff=8.54686e-06
Step 6314, Diff=8.54573e-06
Step 6315, Diff=8.5446e-06
Step 6316, Diff=8.54348e-06
Step 6317, Diff=8.54235e-06
Step 6318, Diff=8.54123e-06
Step 6319, Diff=8.5401e-06
Step 6320, Diff=8.53898e-06
Step 6321, Diff=8.53785e-06
Step 6322, Diff=8.53673e-06
Step 6323, Diff=8.5356e-06
Step 6324, Diff=8.53448e-06
Step 6325, Diff=8.53336e-06
Step 6326, Diff=8.53223e-06
Step 6327, Diff=8.53111e-06
Step 6328, Diff=8.52999e-06
Step 6329, Diff=8.52887e-06
Step 6330, Diff=8.52775e-06
Step 6331, Diff=8.52662e-06
Step 6332, Diff=8.5255e-06
Step 6333, Diff=8.52438e-06
Step 6334, Diff=8.52326e-06
Step 6335, Diff=8.52214e-06
Step 6336, Diff=8.52102e-06
Step 6337, Diff=8.5199e-06
Step 6338, Diff=8.51878e-06
Step 6339, Diff=8.51767e-06
Step 6340, Diff=8.51655e-06
Step 6341, Diff=8.51543e-06
Step 6342, Diff=8.51431e-06
Step 6343, Diff=8.51319e-06
Step 6344, Diff=8.51208e-06
Step 6345, Diff=8.51096e-06
Step 6346, Diff=8.50984e-06
Step 6347, Diff=8.50873e-06
Step 6348, Diff=8.50761e-06
Step 6349, Diff=8.50649e-06
Step 6350, Diff=8.50538e-06
Step 6351, Diff=8.50426e-06
Step 6352, Diff=8.50315e-06
Step 6353, Diff=8.50203e-06
Step 6354, Diff=8.50092e-06
Step 6355, Diff=8.49981e-06
Step 6356, Diff=8.49869e-06
Step 6357, Diff=8.49758e-06
Step 6358, Diff=8.49647e-06
Step 6359, Diff=8.49535e-06
Step 6360, Diff=8.49424e-06
Step 6361, Diff=8.49313e-06
Step 6362, Diff=8.49202e-06
Step 6363, Diff=8.49091e-06
Step 6364, Diff=8.48979e-06
Step 6365, Diff=8.48868e-06
Step 6366, Diff=8.48757e-06
Step 6367, Diff=8.48646e-06
Step 6368, Diff=8.48535e-06
Step 6369, Diff=8.48424e-06
Step 6370, Diff=8.48313e-06
Step 6371, Diff=8.48203e-06
Step 6372, Diff=8.48092e-06
Step 6373, Diff=8.47981e-06
Step 6374, Diff=8.4787e-06
Step 6375, Diff=8.47759e-06
Step 6376, Diff=8.47649e-06
Step 6377, Diff=8.47538e-06
Step 6378, Diff=8.47427e-06
Step 6379, Diff=8.47317e-06
Step 6380, Diff=8.47206e-06
Step 6381, Diff=8.47095e-06
Step 6382, Diff=8.46985e-06
Step 6383, Diff=8.46874e-06
Step 6384, Diff=8.46764e-06
Step 6385, Diff=8.46653e-06
Step 6386, Diff=8.46543e-06
Step 6387, Diff=8.46432e-06
Step 6388, Diff=8.46322e-06
Step 6389, Diff=8.46212e-06
Step 6390, Diff=8.46101e-06
Step 6391, Diff=8.45991e-06
Step 6392, Diff=8.45881e-06
Step 6393, Diff=8.45771e-06
Step 6394, Diff=8.4566e-06
Step 6395, Diff=8.4555e-06
Step 6396, Diff=8.4544e-06
Step 6397, Diff=8.4533e-06
Step 6398, Diff=8.4522e-06
Step 6399, Diff=8.4511e-06
Step 6400, Diff=8.45e-06
Step 6401, Diff=8.4489e-06
Step 6402, Diff=8.4478e-06
Step 6403, Diff=8.4467e-06
Step 6404, Diff=8.4456e-06
Step 6405, Diff=8.4445e-06
Step 6406, Diff=8.44341e-06
Step 6407, Diff=8.44231e-06
Step 6408, Diff=8.44121e-06
Step 6409, Diff=8.44011e-06
Step 6410, Diff=8.43902e-06
Step 6411, Diff=8.43792e-06
Step 6412, Diff=8.43682e-06
Step 6413, Diff=8.43573e-06
Step 6414, Diff=8.43463e-06
Step 6415, Diff=8.43354e-06
Step 6416, Diff=8.43244e-06
Step 6417, Diff=8.43134e-06
Step 6418, Diff=8.43025e-06
Step 6419, Diff=8.42916e-06
Step 6420, Diff=8.42806e-06
Step 6421, Diff=8.42697e-06
Step 6422, Diff=8.42587e-06
Step 6423, Diff=8.42478e-06
Step 6424, Diff=8.42369e-06
Step 6425, Diff=8.4226e-06
Step 6426, Diff=8.4215e-06
Step 6427, Diff=8.42041e-06
Step 6428, Diff=8.41932e-06
Step 6429, Diff=8.41823e-06
Step 6430, Diff=8.41714e-06
Step 6431, Diff=8.41605e-06
Step 6432, Diff=8.41496e-06
Step 6433, Diff=8.41387e-06
Step 6434, Diff=8.41278e-06
Step 6435, Diff=8.41169e-06
Step 6436, Diff=8.4106e-06
Step 6437, Diff=8.40951e-06
Step 6438, Diff=8.40842e-06
Step 6439, Diff=8.40733e-06
Step 6440, Diff=8.40624e-06
Step 6441, Diff=8.40516e-06
Step 6442, Diff=8.40407e-06
Step 6443, Diff=8.40298e-06
Step 6444, Diff=8.4019e-06
Step 6445, Diff=8.40081e-06
Step 6446, Diff=8.39972e-06
Step 6447, Diff=8.39864e-06
Step 6448, Diff=8.39755e-06
Step 6449, Diff=8.39647e-06
Step 6450, Diff=8.39538e-06
Step 6451, Diff=8.3943e-06
Step 6452, Diff=8.39321e-06
Step 6453, Diff=8.39213e-06
Step 6454, Diff=8.39104e-06
Step 6455, Diff=8.38996e-06
Step 6456, Diff=8.38888e-06
Step 6457, Diff=8.38779e-06
Step 6458, Diff=8.38671e-06
Step 6459, Diff=8.38563e-06
Step 6460, Diff=8.38455e-06
Step 6461, Diff=8.38346e-06
Step 6462, Diff=8.38238e-06
Step 6463, Diff=8.3813e-06
Step 6464, Diff=8.38022e-06
Step 6465, Diff=8.37914e-06
Step 6466, Diff=8.37806e-06
Step 6467, Diff=8.37698e-06
Step 6468, Diff=8.3759e-06
Step 6469, Diff=8.37482e-06
Step 6470, Diff=8.37374e-06
Step 6471, Diff=8.37266e-06
Step 6472, Diff=8.37158e-06
Step 6473, Diff=8.37051e-06
Step 6474, Diff=8.36943e-06
Step 6475, Diff=8.36835e-06
Step 6476, Diff=8.36727e-06
Step 6477, Diff=8.3662e-06
Step 6478, Diff=8.36512e-06
Step 6479, Diff=8.36404e-06
Step 6480, Diff=8.36297e-06
Step 6481, Diff=8.36189e-06
Step 6482, Diff=8.36081e-06
Step 6483, Diff=8.35974e-06
Step 6484, Diff=8.35866e-06
Step 6485, Diff=8.35759e-06
Step 6486, Diff=8.35652e-06
Step 6487, Diff=8.35544e-06
Step 6488, Diff=8.35437e-06
Step 6489, Diff=8.35329e-06
Step 6490, Diff=8.35222e-06
Step 6491, Diff=8.35115e-06
Step 6492, Diff=8.35007e-06
Step 6493, Diff=8.349e-06
Step 6494, Diff=8.34793e-06
Step 6495, Diff=8.34686e-06
Step 6496, Diff=8.34579e-06
Step 6497, Diff=8.34472e-06
Step 6498, Diff=8.34364e-06
Step 6499, Diff=8.34257e-06
Step 6500, Diff=8.3415e-06
Step 6501, Diff=8.34043e-06
Step 6502, Diff=8.33936e-06
Step 6503, Diff=8.33829e-06
Step 6504, Diff=8.33723e-06
Step 6505, Diff=8.33616e-06
Step 6506, Diff=8.33509e-06
Step 6507, Diff=8.33402e-06
Step 6508, Diff=8.33295e-06
Step 6509, Diff=8.33188e-06
Step 6510, Diff=8.33082e-06
Step 6511, Diff=8.32975e-06
Step 6512, Diff=8.32868e-06
Step 6513, Diff=8.32762e-06
Step 6514, Diff=8.32655e-06
Step 6515, Diff=8.32548e-06
Step 6516, Diff=8.32442e-06
Step 6517, Diff=8.32335e-06
Step 6518, Diff=8.32229e-06
Step 6519, Diff=8.32122e-06
Step 6520, Diff=8.32016e-06
Step 6521, Diff=8.31909e-06
Step 6522, Diff=8.31803e-06
Step 6523, Diff=8.31697e-06
Step 6524, Diff=8.3159e-06
Step 6525, Diff=8.31484e-06
Step 6526, Diff=8.31378e-06
Step 6527, Diff=8.31271e-06
Step 6528, Diff=8.31165e-06
Step 6529, Diff=8.31059e-06
Step 6530, Diff=8.30953e-06
Step 6531, Diff=8.30847e-06
Step 6532, Diff=8.30741e-06
Step 6533, Diff=8.30634e-06
Step 6534, Diff=8.30528e-06
Step 6535, Diff=8.30422e-06
Step 6536, Diff=8.30316e-06
Step 6537, Diff=8.3021e-06
Step 6538, Diff=8.30104e-06
Step 6539, Diff=8.29999e-06
Step 6540, Diff=8.29893e-06
Step 6541, Diff=8.29787e-06
Step 6542, Diff=8.29681e-06
Step 6543, Diff=8.29575e-06
Step 6544, Diff=8.29469e-06
Step 6545, Diff=8.29364e-06
Step 6546, Diff=8.29258e-06
Step 6547, Diff=8.29152e-06
Step 6548, Diff=8.29047e-06
Step 6549, Diff=8.28941e-06
Step 6550, Diff=8.28835e-06
Step 6551, Diff=8.2873e-06
Step 6552, Diff=8.28624e-06
Step 6553, Diff=8.28519e-06
