params: /var/spool/slurmd/job30980788/slurm_script, params_512.txt, 
Setting MPI environment
Reading parameters:
	 rhs_function=2
	 nx=512
	 ny=512
	 foutput=100000
	 nstep_max=100000
	 tolerance=1e-08
	 domain_decomposition=2
	 communication=2
I am rank 0 and my domain is: xmin, xmax, ymin, ymax: 0 15 0 512
I am rank 0, my neighbours are: left: -1, right: 1, bottom: -1, top: -1
I am writing output_source
Step 1, Diff=0.0078125
Step 34853, Diff=1.77342e-06
Step 34854, Diff=1.77336e-06
Step 34855, Diff=1.77331e-06
Step 34856, Diff=1.77325e-06
Step 34857, Diff=1.7732e-06
Step 34858, Diff=1.77314e-06
Step 34859, Diff=1.77309e-06
Step 34860, Diff=1.77303e-06
Step 34861, Diff=1.77298e-06
Step 34862, Diff=1.77292e-06
Step 34863, Diff=1.77287e-06
Step 34864, Diff=1.77281e-06
Step 34865, Diff=1.77276e-06
Step 34866, Diff=1.7727e-06
Step 34867, Diff=1.77265e-06
Step 34868, Diff=1.77259e-06
Step 34869, Diff=1.77254e-06
Step 34870, Diff=1.77248e-06
Step 34871, Diff=1.77243e-06
Step 34872, Diff=1.77237e-06
Step 34873, Diff=1.77232e-06
Step 34874, Diff=1.77226e-06
Step 34875, Diff=1.77221e-06
Step 34876, Diff=1.77215e-06
Step 34877, Diff=1.7721e-06
Step 34878, Diff=1.77204e-06
Step 34879, Diff=1.77199e-06
Step 34880, Diff=1.77193e-06
Step 34881, Diff=1.77188e-06
Step 34882, Diff=1.77182e-06
Step 34883, Diff=1.77177e-06
Step 34884, Diff=1.77171e-06
Step 34885, Diff=1.77166e-06
Step 34886, Diff=1.7716e-06
Step 34887, Diff=1.77155e-06
Step 34888, Diff=1.77149e-06
Step 34889, Diff=1.77144e-06
Step 34890, Diff=1.77138e-06
Step 34891, Diff=1.77133e-06
Step 34892, Diff=1.77127e-06
Step 34893, Diff=1.77122e-06
Step 34894, Diff=1.77116e-06
Step 34895, Diff=1.77111e-06
Step 34896, Diff=1.77105e-06
Step 34897, Diff=1.771e-06
Step 34898, Diff=1.77094e-06
Step 34899, Diff=1.77089e-06
Step 34900, Diff=1.77083e-06
Step 34901, Diff=1.77078e-06
Step 34902, Diff=1.77072e-06
Step 34903, Diff=1.77067e-06
Step 34904, Diff=1.77061e-06
Step 34905, Diff=1.77056e-06
Step 34906, Diff=1.7705e-06
Step 34907, Diff=1.77045e-06
Step 34908, Diff=1.77039e-06
Step 34909, Diff=1.77034e-06
Step 34910, Diff=1.77028e-06
Step 34911, Diff=1.77023e-06
Step 34912, Diff=1.77018e-06
Step 34913, Diff=1.77012e-06
Step 34914, Diff=1.77007e-06
Step 34915, Diff=1.77001e-06
Step 34916, Diff=1.76996e-06
Step 34917, Diff=1.7699e-06
Step 34918, Diff=1.76985e-06
Step 34919, Diff=1.76979e-06
Step 34920, Diff=1.76974e-06
Step 34921, Diff=1.76968e-06
Step 34922, Diff=1.76963e-06
Step 34923, Diff=1.76957e-06
Step 34924, Diff=1.76952e-06
Step 34925, Diff=1.76946e-06
Step 34926, Diff=1.76941e-06
Step 34927, Diff=1.76935e-06
Step 34928, Diff=1.7693e-06
Step 34929, Diff=1.76924e-06
Step 34930, Diff=1.76919e-06
Step 34931, Diff=1.76913e-06
Step 34932, Diff=1.76908e-06
Step 34933, Diff=1.76902e-06
Step 34934, Diff=1.76897e-06
Step 34935, Diff=1.76891e-06
Step 34936, Diff=1.76886e-06
Step 34937, Diff=1.76881e-06
Step 34938, Diff=1.76875e-06
Step 34939, Diff=1.7687e-06
Step 34940, Diff=1.76864e-06
Step 34941, Diff=1.76859e-06
Step 34942, Diff=1.76853e-06
Step 34943, Diff=1.76848e-06
Step 34944, Diff=1.76842e-06
Step 34945, Diff=1.76837e-06
Step 34946, Diff=1.76831e-06
Step 34947, Diff=1.76826e-06
Step 34948, Diff=1.7682e-06
Step 34949, Diff=1.76815e-06
Step 34950, Diff=1.76809e-06
Step 34951, Diff=1.76804e-06
Step 34952, Diff=1.76798e-06
Step 34953, Diff=1.76793e-06
Step 34954, Diff=1.76787e-06
Step 34955, Diff=1.76782e-06
Step 34956, Diff=1.76777e-06
Step 34957, Diff=1.76771e-06
Step 34958, Diff=1.76766e-06
Step 34959, Diff=1.7676e-06
Step 34960, Diff=1.76755e-06
Step 34961, Diff=1.76749e-06
Step 34962, Diff=1.76744e-06
Step 34963, Diff=1.76738e-06
Step 34964, Diff=1.76733e-06
Step 34965, Diff=1.76727e-06
Step 34966, Diff=1.76722e-06
Step 34967, Diff=1.76716e-06
Step 34968, Diff=1.76711e-06
Step 34969, Diff=1.76705e-06
Step 34970, Diff=1.767e-06
Step 34971, Diff=1.76694e-06
Step 34972, Diff=1.76689e-06
Step 34973, Diff=1.76684e-06
Step 34974, Diff=1.76678e-06
Step 34975, Diff=1.76673e-06
Step 34976, Diff=1.76667e-06
Step 34977, Diff=1.76662e-06
Step 34978, Diff=1.76656e-06
Step 34979, Diff=1.76651e-06
Step 34980, Diff=1.76645e-06
Step 34981, Diff=1.7664e-06
Step 34982, Diff=1.76634e-06
Step 34983, Diff=1.76629e-06
Step 34984, Diff=1.76623e-06
Step 34985, Diff=1.76618e-06
Step 34986, Diff=1.76612e-06
Step 34987, Diff=1.76607e-06
Step 34988, Diff=1.76602e-06
Step 34989, Diff=1.76596e-06
Step 34990, Diff=1.76591e-06
Step 34991, Diff=1.76585e-06
Step 34992, Diff=1.7658e-06
Step 34993, Diff=1.76574e-06
Step 34994, Diff=1.76569e-06
Step 34995, Diff=1.76563e-06
Step 34996, Diff=1.76558e-06
Step 34997, Diff=1.76552e-06
Step 34998, Diff=1.76547e-06
Step 34999, Diff=1.76542e-06
Step 35000, Diff=1.76536e-06
Step 35001, Diff=1.76531e-06
Step 35002, Diff=1.76525e-06
Step 35003, Diff=1.7652e-06
Step 35004, Diff=1.76514e-06
Step 35005, Diff=1.76509e-06
Step 35006, Diff=1.76503e-06
Step 35007, Diff=1.76498e-06
Step 35008, Diff=1.76492e-06
Step 35009, Diff=1.76487e-06
Step 35010, Diff=1.76481e-06
Step 35011, Diff=1.76476e-06
Step 35012, Diff=1.76471e-06
Step 35013, Diff=1.76465e-06
Step 35014, Diff=1.7646e-06
Step 35015, Diff=1.76454e-06
Step 35016, Diff=1.76449e-06
Step 35017, Diff=1.76443e-06
Step 35018, Diff=1.76438e-06
Step 35019, Diff=1.76432e-06
Step 35020, Diff=1.76427e-06
Step 35021, Diff=1.76421e-06
Step 35022, Diff=1.76416e-06
Step 35023, Diff=1.76411e-06
Step 35024, Diff=1.76405e-06
Step 35025, Diff=1.764e-06
Step 35026, Diff=1.76394e-06
Step 35027, Diff=1.76389e-06
Step 35028, Diff=1.76383e-06
Step 35029, Diff=1.76378e-06
Step 35030, Diff=1.76372e-06
Step 35031, Diff=1.76367e-06
Step 35032, Diff=1.76361e-06
Step 35033, Diff=1.76356e-06
Step 35034, Diff=1.76351e-06
Step 35035, Diff=1.76345e-06
Step 35036, Diff=1.7634e-06
Step 35037, Diff=1.76334e-06
Step 35038, Diff=1.76329e-06
Step 35039, Diff=1.76323e-06
Step 35040, Diff=1.76318e-06
Step 35041, Diff=1.76312e-06
Step 35042, Diff=1.76307e-06
Step 35043, Diff=1.76302e-06
Step 35044, Diff=1.76296e-06
Step 35045, Diff=1.76291e-06
Step 35046, Diff=1.76285e-06
Step 35047, Diff=1.7628e-06
Step 35048, Diff=1.76274e-06
Step 35049, Diff=1.76269e-06
Step 35050, Diff=1.76263e-06
Step 35051, Diff=1.76258e-06
Step 35052, Diff=1.76253e-06
Step 35053, Diff=1.76247e-06
Step 35054, Diff=1.76242e-06
Step 35055, Diff=1.76236e-06
Step 35056, Diff=1.76231e-06
Step 35057, Diff=1.76225e-06
Step 35058, Diff=1.7622e-06
Step 35059, Diff=1.76214e-06
Step 35060, Diff=1.76209e-06
Step 35061, Diff=1.76204e-06
Step 35062, Diff=1.76198e-06
Step 35063, Diff=1.76193e-06
Step 35064, Diff=1.76187e-06
Step 35065, Diff=1.76182e-06
Step 35066, Diff=1.76176e-06
Step 35067, Diff=1.76171e-06
Step 35068, Diff=1.76165e-06
Step 35069, Diff=1.7616e-06
Step 35070, Diff=1.76155e-06
Step 35071, Diff=1.76149e-06
Step 35072, Diff=1.76144e-06
Step 35073, Diff=1.76138e-06
Step 35074, Diff=1.76133e-06
Step 35075, Diff=1.76127e-06
Step 35076, Diff=1.76122e-06
Step 35077, Diff=1.76117e-06
Step 35078, Diff=1.76111e-06
Step 35079, Diff=1.76106e-06
Step 35080, Diff=1.761e-06
Step 35081, Diff=1.76095e-06
Step 35082, Diff=1.76089e-06
Step 35083, Diff=1.76084e-06
Step 35084, Diff=1.76078e-06
Step 35085, Diff=1.76073e-06
Step 35086, Diff=1.76068e-06
Step 35087, Diff=1.76062e-06
Step 35088, Diff=1.76057e-06
Step 35089, Diff=1.76051e-06
Step 35090, Diff=1.76046e-06
Step 35091, Diff=1.7604e-06
Step 35092, Diff=1.76035e-06
Step 35093, Diff=1.7603e-06
Step 35094, Diff=1.76024e-06
Step 35095, Diff=1.76019e-06
Step 35096, Diff=1.76013e-06
Step 35097, Diff=1.76008e-06
Step 35098, Diff=1.76002e-06
Step 35099, Diff=1.75997e-06
Step 35100, Diff=1.75992e-06
Step 35101, Diff=1.75986e-06
Step 35102, Diff=1.75981e-06
Step 35103, Diff=1.75975e-06
Step 35104, Diff=1.7597e-06
Step 35105, Diff=1.75964e-06
Step 35106, Diff=1.75959e-06
Step 35107, Diff=1.75954e-06
Step 35108, Diff=1.75948e-06
Step 35109, Diff=1.75943e-06
Step 35110, Diff=1.75937e-06
Step 35111, Diff=1.75932e-06
Step 35112, Diff=1.75926e-06
Step 35113, Diff=1.75921e-06
Step 35114, Diff=1.75916e-06
Step 35115, Diff=1.7591e-06
Step 35116, Diff=1.75905e-06
Step 35117, Diff=1.75899e-06
Step 35118, Diff=1.75894e-06
Step 35119, Diff=1.75888e-06
Step 35120, Diff=1.75883e-06
Step 35121, Diff=1.75878e-06
Step 35122, Diff=1.75872e-06
Step 35123, Diff=1.75867e-06
Step 35124, Diff=1.75861e-06
Step 35125, Diff=1.75856e-06
Step 35126, Diff=1.7585e-06
Step 35127, Diff=1.75845e-06
Step 35128, Diff=1.7584e-06
Step 35129, Diff=1.75834e-06
Step 35130, Diff=1.75829e-06
Step 35131, Diff=1.75823e-06
Step 35132, Diff=1.75818e-06
Step 35133, Diff=1.75812e-06
Step 35134, Diff=1.75807e-06
Step 35135, Diff=1.75802e-06
Step 35136, Diff=1.75796e-06
Step 35137, Diff=1.75791e-06
Step 35138, Diff=1.75785e-06
Step 35139, Diff=1.7578e-06
Step 35140, Diff=1.75774e-06
Step 35141, Diff=1.75769e-06
Step 35142, Diff=1.75764e-06
Step 35143, Diff=1.75758e-06
Step 35144, Diff=1.75753e-06
Step 35145, Diff=1.75747e-06
Step 35146, Diff=1.75742e-06
Step 35147, Diff=1.75737e-06
Step 35148, Diff=1.75731e-06
Step 35149, Diff=1.75726e-06
Step 35150, Diff=1.7572e-06
Step 35151, Diff=1.75715e-06
Step 35152, Diff=1.75709e-06
Step 35153, Diff=1.75704e-06
Step 35154, Diff=1.75699e-06
Step 35155, Diff=1.75693e-06
Step 35156, Diff=1.75688e-06
Step 35157, Diff=1.75682e-06
Step 35158, Diff=1.75677e-06
Step 35159, Diff=1.75672e-06
Step 35160, Diff=1.75666e-06
Step 35161, Diff=1.75661e-06
Step 35162, Diff=1.75655e-06
Step 35163, Diff=1.7565e-06
Step 35164, Diff=1.75644e-06
Step 35165, Diff=1.75639e-06
Step 35166, Diff=1.75634e-06
Step 35167, Diff=1.75628e-06
Step 35168, Diff=1.75623e-06
Step 35169, Diff=1.75617e-06
Step 35170, Diff=1.75612e-06
Step 35171, Diff=1.75607e-06
Step 35172, Diff=1.75601e-06
Step 35173, Diff=1.75596e-06
Step 35174, Diff=1.7559e-06
Step 35175, Diff=1.75585e-06
Step 35176, Diff=1.7558e-06
Step 35177, Diff=1.75574e-06
Step 35178, Diff=1.75569e-06
Step 35179, Diff=1.75563e-06
Step 35180, Diff=1.75558e-06
Step 35181, Diff=1.75552e-06
Step 35182, Diff=1.75547e-06
Step 35183, Diff=1.75542e-06
Step 35184, Diff=1.75536e-06
Step 35185, Diff=1.75531e-06
Step 35186, Diff=1.75525e-06
Step 35187, Diff=1.7552e-06
Step 35188, Diff=1.75515e-06
Step 35189, Diff=1.75509e-06
Step 35190, Diff=1.75504e-06
Step 35191, Diff=1.75498e-06
Step 35192, Diff=1.75493e-06
Step 35193, Diff=1.75488e-06
Step 35194, Diff=1.75482e-06
Step 35195, Diff=1.75477e-06
Step 35196, Diff=1.75471e-06
Step 35197, Diff=1.75466e-06
Step 35198, Diff=1.75461e-06
Step 35199, Diff=1.75455e-06
Step 35200, Diff=1.7545e-06
Step 35201, Diff=1.75444e-06
Step 35202, Diff=1.75439e-06
Step 35203, Diff=1.75434e-06
Step 35204, Diff=1.75428e-06
Step 35205, Diff=1.75423e-06
Step 35206, Diff=1.75417e-06
Step 35207, Diff=1.75412e-06
Step 35208, Diff=1.75407e-06
Step 35209, Diff=1.75401e-06
Step 35210, Diff=1.75396e-06
Step 35211, Diff=1.7539e-06
Step 35212, Diff=1.75385e-06
Step 35213, Diff=1.7538e-06
Step 35214, Diff=1.75374e-06
Step 35215, Diff=1.75369e-06
Step 35216, Diff=1.75363e-06
Step 35217, Diff=1.75358e-06
Step 35218, Diff=1.75353e-06
Step 35219, Diff=1.75347e-06
Step 35220, Diff=1.75342e-06
Step 35221, Diff=1.75336e-06
Step 35222, Diff=1.75331e-06
Step 35223, Diff=1.75326e-06
Step 35224, Diff=1.7532e-06
Step 35225, Diff=1.75315e-06
Step 35226, Diff=1.75309e-06
Step 35227, Diff=1.75304e-06
Step 35228, Diff=1.75299e-06
Step 35229, Diff=1.75293e-06
Step 35230, Diff=1.75288e-06
Step 35231, Diff=1.75282e-06
Step 35232, Diff=1.75277e-06
Step 35233, Diff=1.75272e-06
Step 35234, Diff=1.75266e-06
Step 35235, Diff=1.75261e-06
Step 35236, Diff=1.75255e-06
Step 35237, Diff=1.7525e-06
Step 35238, Diff=1.75245e-06
Step 35239, Diff=1.75239e-06
Step 35240, Diff=1.75234e-06
Step 35241, Diff=1.75228e-06
Step 35242, Diff=1.75223e-06
Step 35243, Diff=1.75218e-06
Step 35244, Diff=1.75212e-06
Step 35245, Diff=1.75207e-06
Step 35246, Diff=1.75201e-06
Step 35247, Diff=1.75196e-06
Step 35248, Diff=1.75191e-06
Step 35249, Diff=1.75185e-06
Step 35250, Diff=1.7518e-06
Step 35251, Diff=1.75174e-06
Step 35252, Diff=1.75169e-06
Step 35253, Diff=1.75164e-06
Step 35254, Diff=1.75158e-06
Step 35255, Diff=1.75153e-06
Step 35256, Diff=1.75148e-06
Step 35257, Diff=1.75142e-06
Step 35258, Diff=1.75137e-06
Step 35259, Diff=1.75131e-06
Step 35260, Diff=1.75126e-06
Step 35261, Diff=1.75121e-06
Step 35262, Diff=1.75115e-06
Step 35263, Diff=1.7511e-06
Step 35264, Diff=1.75104e-06
Step 35265, Diff=1.75099e-06
Step 35266, Diff=1.75094e-06
Step 35267, Diff=1.75088e-06
Step 35268, Diff=1.75083e-06
Step 35269, Diff=1.75078e-06
Step 35270, Diff=1.75072e-06
Step 35271, Diff=1.75067e-06
Step 35272, Diff=1.75061e-06
Step 35273, Diff=1.75056e-06
Step 35274, Diff=1.75051e-06
Step 35275, Diff=1.75045e-06
Step 35276, Diff=1.7504e-06
Step 35277, Diff=1.75034e-06
Step 35278, Diff=1.75029e-06
Step 35279, Diff=1.75024e-06
Step 35280, Diff=1.75018e-06
Step 35281, Diff=1.75013e-06
Step 35282, Diff=1.75008e-06
Step 35283, Diff=1.75002e-06
Step 35284, Diff=1.74997e-06
Step 35285, Diff=1.74991e-06
Step 35286, Diff=1.74986e-06
Step 35287, Diff=1.74981e-06
Step 35288, Diff=1.74975e-06
Step 35289, Diff=1.7497e-06
Step 35290, Diff=1.74964e-06
Step 35291, Diff=1.74959e-06
Step 35292, Diff=1.74954e-06
Step 35293, Diff=1.74948e-06
Step 35294, Diff=1.74943e-06
Step 35295, Diff=1.74938e-06
Step 35296, Diff=1.74932e-06
Step 35297, Diff=1.74927e-06
Step 35298, Diff=1.74921e-06
Step 35299, Diff=1.74916e-06
Step 35300, Diff=1.74911e-06
Step 35301, Diff=1.74905e-06
Step 35302, Diff=1.749e-06
Step 35303, Diff=1.74895e-06
Step 35304, Diff=1.74889e-06
Step 35305, Diff=1.74884e-06
Step 35306, Diff=1.74878e-06
Step 35307, Diff=1.74873e-06
Step 35308, Diff=1.74868e-06
Step 35309, Diff=1.74862e-06
Step 35310, Diff=1.74857e-06
Step 35311, Diff=1.74852e-06
Step 35312, Diff=1.74846e-06
Step 35313, Diff=1.74841e-06
Step 35314, Diff=1.74835e-06
Step 35315, Diff=1.7483e-06
Step 35316, Diff=1.74825e-06
Step 35317, Diff=1.74819e-06
Step 35318, Diff=1.74814e-06
Step 35319, Diff=1.74809e-06
Step 35320, Diff=1.74803e-06
Step 35321, Diff=1.74798e-06
Step 35322, Diff=1.74792e-06
Step 35323, Diff=1.74787e-06
Step 35324, Diff=1.74782e-06
Step 35325, Diff=1.74776e-06
Step 35326, Diff=1.74771e-06
Step 35327, Diff=1.74766e-06
Step 35328, Diff=1.7476e-06
Step 35329, Diff=1.74755e-06
Step 35330, Diff=1.7475e-06
Step 35331, Diff=1.74744e-06
Step 35332, Diff=1.74739e-06
Step 35333, Diff=1.74733e-06
Step 35334, Diff=1.74728e-06
Step 35335, Diff=1.74723e-06
Step 35336, Diff=1.74717e-06
Step 35337, Diff=1.74712e-06
Step 35338, Diff=1.74707e-06
Step 35339, Diff=1.74701e-06
Step 35340, Diff=1.74696e-06
Step 35341, Diff=1.7469e-06
Step 35342, Diff=1.74685e-06
Step 35343, Diff=1.7468e-06
Step 35344, Diff=1.74674e-06
Step 35345, Diff=1.74669e-06
Step 35346, Diff=1.74664e-06
Step 35347, Diff=1.74658e-06
Step 35348, Diff=1.74653e-06
Step 35349, Diff=1.74648e-06
Step 35350, Diff=1.74642e-06
Step 35351, Diff=1.74637e-06
Step 35352, Diff=1.74631e-06
Step 35353, Diff=1.74626e-06
Step 35354, Diff=1.74621e-06
Step 35355, Diff=1.74615e-06
Step 35356, Diff=1.7461e-06
Step 35357, Diff=1.74605e-06
Step 35358, Diff=1.74599e-06
Step 35359, Diff=1.74594e-06
Step 35360, Diff=1.74589e-06
Step 35361, Diff=1.74583e-06
Step 35362, Diff=1.74578e-06
Step 35363, Diff=1.74573e-06
Step 35364, Diff=1.74567e-06
Step 35365, Diff=1.74562e-06
Step 35366, Diff=1.74556e-06
Step 35367, Diff=1.74551e-06
Step 35368, Diff=1.74546e-06
Step 35369, Diff=1.7454e-06
Step 35370, Diff=1.74535e-06
Step 35371, Diff=1.7453e-06
Step 35372, Diff=1.74524e-06
Step 35373, Diff=1.74519e-06
Step 35374, Diff=1.74514e-06
Step 35375, Diff=1.74508e-06
Step 35376, Diff=1.74503e-06
Step 35377, Diff=1.74498e-06
Step 35378, Diff=1.74492e-06
Step 35379, Diff=1.74487e-06
Step 35380, Diff=1.74481e-06
Step 35381, Diff=1.74476e-06
Step 35382, Diff=1.74471e-06
Step 35383, Diff=1.74465e-06
Step 35384, Diff=1.7446e-06
Step 35385, Diff=1.74455e-06
Step 35386, Diff=1.74449e-06
Step 35387, Diff=1.74444e-06
Step 35388, Diff=1.74439e-06
Step 35389, Diff=1.74433e-06
Step 35390, Diff=1.74428e-06
Step 35391, Diff=1.74423e-06
Step 35392, Diff=1.74417e-06
Step 35393, Diff=1.74412e-06
Step 35394, Diff=1.74406e-06
Step 35395, Diff=1.74401e-06
Step 35396, Diff=1.74396e-06
Step 35397, Diff=1.7439e-06
Step 35398, Diff=1.74385e-06
Step 35399, Diff=1.7438e-06
Step 35400, Diff=1.74374e-06
Step 35401, Diff=1.74369e-06
Step 35402, Diff=1.74364e-06
Step 35403, Diff=1.74358e-06
Step 35404, Diff=1.74353e-06
Step 35405, Diff=1.74348e-06
Step 35406, Diff=1.74342e-06
Step 35407, Diff=1.74337e-06
Step 35408, Diff=1.74332e-06
Step 35409, Diff=1.74326e-06
Step 35410, Diff=1.74321e-06
Step 35411, Diff=1.74316e-06
Step 35412, Diff=1.7431e-06
Step 35413, Diff=1.74305e-06
Step 35414, Diff=1.743e-06
Step 35415, Diff=1.74294e-06
Step 35416, Diff=1.74289e-06
Step 35417, Diff=1.74283e-06
Step 35418, Diff=1.74278e-06
Step 35419, Diff=1.74273e-06
Step 35420, Diff=1.74267e-06
Step 35421, Diff=1.74262e-06
Step 35422, Diff=1.74257e-06
Step 35423, Diff=1.74251e-06
Step 35424, Diff=1.74246e-06
Step 35425, Diff=1.74241e-06
Step 35426, Diff=1.74235e-06
Step 35427, Diff=1.7423e-06
Step 35428, Diff=1.74225e-06
Step 35429, Diff=1.74219e-06
Step 35430, Diff=1.74214e-06
Step 35431, Diff=1.74209e-06
Step 35432, Diff=1.74203e-06
Step 35433, Diff=1.74198e-06
Step 35434, Diff=1.74193e-06
Step 35435, Diff=1.74187e-06
Step 35436, Diff=1.74182e-06
Step 35437, Diff=1.74177e-06
Step 35438, Diff=1.74171e-06
Step 35439, Diff=1.74166e-06
Step 35440, Diff=1.74161e-06
Step 35441, Diff=1.74155e-06
Step 35442, Diff=1.7415e-06
Step 35443, Diff=1.74145e-06
Step 35444, Diff=1.74139e-06
Step 35445, Diff=1.74134e-06
Step 35446, Diff=1.74129e-06
Step 35447, Diff=1.74123e-06
Step 35448, Diff=1.74118e-06
Step 35449, Diff=1.74113e-06
Step 35450, Diff=1.74107e-06
Step 35451, Diff=1.74102e-06
Step 35452, Diff=1.74097e-06
Step 35453, Diff=1.74091e-06
Step 35454, Diff=1.74086e-06
Step 35455, Diff=1.74081e-06
Step 35456, Diff=1.74075e-06
Step 35457, Diff=1.7407e-06
Step 35458, Diff=1.74065e-06
Step 35459, Diff=1.74059e-06
Step 35460, Diff=1.74054e-06
Step 35461, Diff=1.74049e-06
Step 35462, Diff=1.74043e-06
Step 35463, Diff=1.74038e-06
Step 35464, Diff=1.74033e-06
Step 35465, Diff=1.74027e-06
Step 35466, Diff=1.74022e-06
Step 35467, Diff=1.74017e-06
Step 35468, Diff=1.74011e-06
Step 35469, Diff=1.74006e-06
Step 35470, Diff=1.74001e-06
Step 35471, Diff=1.73995e-06
Step 35472, Diff=1.7399e-06
Step 35473, Diff=1.73985e-06
Step 35474, Diff=1.73979e-06
Step 35475, Diff=1.73974e-06
Step 35476, Diff=1.73969e-06
Step 35477, Diff=1.73963e-06
Step 35478, Diff=1.73958e-06
Step 35479, Diff=1.73953e-06
Step 35480, Diff=1.73947e-06
Step 35481, Diff=1.73942e-06
Step 35482, Diff=1.73937e-06
Step 35483, Diff=1.73931e-06
Step 35484, Diff=1.73926e-06
Step 35485, Diff=1.73921e-06
Step 35486, Diff=1.73915e-06
Step 35487, Diff=1.7391e-06
Step 35488, Diff=1.73905e-06
Step 35489, Diff=1.73899e-06
Step 35490, Diff=1.73894e-06
Step 35491, Diff=1.73889e-06
Step 35492, Diff=1.73883e-06
Step 35493, Diff=1.73878e-06
Step 35494, Diff=1.73873e-06
Step 35495, Diff=1.73867e-06
Step 35496, Diff=1.73862e-06
Step 35497, Diff=1.73857e-06
Step 35498, Diff=1.73851e-06
Step 35499, Diff=1.73846e-06
Step 35500, Diff=1.73841e-06
Step 35501, Diff=1.73835e-06
Step 35502, Diff=1.7383e-06
Step 35503, Diff=1.73825e-06
Step 35504, Diff=1.73819e-06
Step 35505, Diff=1.73814e-06
Step 35506, Diff=1.73809e-06
Step 35507, Diff=1.73804e-06
Step 35508, Diff=1.73798e-06
Step 35509, Diff=1.73793e-06
Step 35510, Diff=1.73788e-06
Step 35511, Diff=1.73782e-06
Step 35512, Diff=1.73777e-06
Step 35513, Diff=1.73772e-06
Step 35514, Diff=1.73766e-06
Step 35515, Diff=1.73761e-06
Step 35516, Diff=1.73756e-06
Step 35517, Diff=1.7375e-06
Step 35518, Diff=1.73745e-06
Step 35519, Diff=1.7374e-06
Step 35520, Diff=1.73734e-06
Step 35521, Diff=1.73729e-06
Step 35522, Diff=1.73724e-06
Step 35523, Diff=1.73718e-06
Step 35524, Diff=1.73713e-06
Step 35525, Diff=1.73708e-06
Step 35526, Diff=1.73702e-06
Step 35527, Diff=1.73697e-06
Step 35528, Diff=1.73692e-06
Step 35529, Diff=1.73687e-06
Step 35530, Diff=1.73681e-06
Step 35531, Diff=1.73676e-06
Step 35532, Diff=1.73671e-06
Step 35533, Diff=1.73665e-06
Step 35534, Diff=1.7366e-06
Step 35535, Diff=1.73655e-06
Step 35536, Diff=1.73649e-06
Step 35537, Diff=1.73644e-06
Step 35538, Diff=1.73639e-06
Step 35539, Diff=1.73633e-06
Step 35540, Diff=1.73628e-06
Step 35541, Diff=1.73623e-06
Step 35542, Diff=1.73617e-06
Step 35543, Diff=1.73612e-06
Step 35544, Diff=1.73607e-06
Step 35545, Diff=1.73602e-06
Step 35546, Diff=1.73596e-06
Step 35547, Diff=1.73591e-06
Step 35548, Diff=1.73586e-06
Step 35549, Diff=1.7358e-06
Step 35550, Diff=1.73575e-06
Step 35551, Diff=1.7357e-06
Step 35552, Diff=1.73564e-06
Step 35553, Diff=1.73559e-06
Step 35554, Diff=1.73554e-06
Step 35555, Diff=1.73548e-06
Step 35556, Diff=1.73543e-06
Step 35557, Diff=1.73538e-06
Step 35558, Diff=1.73532e-06
Step 35559, Diff=1.73527e-06
Step 35560, Diff=1.73522e-06
Step 35561, Diff=1.73517e-06
Step 35562, Diff=1.73511e-06
Step 35563, Diff=1.73506e-06
Step 35564, Diff=1.73501e-06
Step 35565, Diff=1.73495e-06
Step 35566, Diff=1.7349e-06
Step 35567, Diff=1.73485e-06
Step 35568, Diff=1.73479e-06
Step 35569, Diff=1.73474e-06
Step 35570, Diff=1.73469e-06
Step 35571, Diff=1.73464e-06
Step 35572, Diff=1.73458e-06
Step 35573, Diff=1.73453e-06
Step 35574, Diff=1.73448e-06
Step 35575, Diff=1.73442e-06
Step 35576, Diff=1.73437e-06
Step 35577, Diff=1.73432e-06
Step 35578, Diff=1.73426e-06
Step 35579, Diff=1.73421e-06
Step 35580, Diff=1.73416e-06
Step 35581, Diff=1.7341e-06
Step 35582, Diff=1.73405e-06
Step 35583, Diff=1.734e-06
Step 35584, Diff=1.73395e-06
Step 35585, Diff=1.73389e-06
Step 35586, Diff=1.73384e-06
Step 35587, Diff=1.73379e-06
Step 35588, Diff=1.73373e-06
Step 35589, Diff=1.73368e-06
Step 35590, Diff=1.73363e-06
Step 35591, Diff=1.73357e-06
Step 35592, Diff=1.73352e-06
Step 35593, Diff=1.73347e-06
Step 35594, Diff=1.73342e-06
Step 35595, Diff=1.73336e-06
Step 35596, Diff=1.73331e-06
Step 35597, Diff=1.73326e-06
Step 35598, Diff=1.7332e-06
Step 35599, Diff=1.73315e-06
Step 35600, Diff=1.7331e-06
Step 35601, Diff=1.73305e-06
Step 35602, Diff=1.73299e-06
Step 35603, Diff=1.73294e-06
Step 35604, Diff=1.73289e-06
Step 35605, Diff=1.73283e-06
Step 35606, Diff=1.73278e-06
Step 35607, Diff=1.73273e-06
Step 35608, Diff=1.73267e-06
Step 35609, Diff=1.73262e-06
Step 35610, Diff=1.73257e-06
Step 35611, Diff=1.73252e-06
Step 35612, Diff=1.73246e-06
Step 35613, Diff=1.73241e-06
Step 35614, Diff=1.73236e-06
Step 35615, Diff=1.7323e-06
Step 35616, Diff=1.73225e-06
Step 35617, Diff=1.7322e-06
